ticket_id,customer_id,created_at,issue_type,subject,message,reported_severity,customer_mood,times_contacted_about_this
TICK-00673,CUST-0157,2026-04-24 03:50,security_incident,Possible breach,"Hi, Someone has changed our admin email address and it was not us. Please could someone look at this.",Critical,annoyed,4
TICK-00674,CUST-0147,2026-03-28 08:50,dashboard_bug,Chart will not load,"Following up on this, One panel stays blank no matter how many times I refresh. Hoping for a quick reply.",Medium,annoyed,5
TICK-00675,CUST-0178,2026-07-06 23:50,billing_error,Charged the wrong amount,"Hi, The invoice does not match the plan we are on. This is holding us up.",Medium,annoyed,2
TICK-00676,CUST-0146,2026-02-26 01:50,account_lockout,Locked out of our account,"Hi, We have been shut out and cannot get back in. This is holding us up.",Medium,annoyed,4
TICK-00677,CUST-0018,2026-06-11 12:50,account_lockout,Locked out of our account,"Following up on this, We have been shut out and cannot get back in. This is holding us up.",Critical,annoyed,5
TICK-00678,CUST-0165,2026-04-22 09:50,compliance_request,Data deletion request,We need this dealt with today. We need a customer's personal data removed under GDPR. We are considering cancelling.,High,angry,4
TICK-00679,CUST-0029,2026-04-10 14:50,dashboard_bug,Dashboard display problem,"Following up on this, One of the charts is showing the wrong labels. Hoping for a quick reply.",Low,annoyed,2
TICK-00680,CUST-0031,2026-04-05 06:50,how_to_question,How do I do this,"Good morning, I cannot work out where to change the account settings. No rush, whenever you get a chance.",Low,calm,3
TICK-00681,CUST-0163,2026-05-09 03:50,slow_performance,Search is crawling,"Hi, Running a search takes almost a minute to return anything. Please could someone look at this.",High,annoyed,4
TICK-00682,CUST-0011,2026-06-05 00:50,slow_performance,The platform is very slow,We need this dealt with today. Pages take around thirty seconds to load. Please escalate this immediately.,High,angry,6
TICK-00683,CUST-0035,2026-04-12 23:50,dashboard_bug,Chart will not load,"Following up on this, One panel stays blank no matter how many times I refresh. This is holding us up.",Medium,annoyed,3
TICK-00684,CUST-0116,2026-06-22 13:50,account_lockout,Locked out of our account,This is now the third time I am writing. We have been shut out and cannot get back in. Please escalate this immediately.,Critical,angry,5
TICK-00685,CUST-0145,2026-03-08 02:50,feature_request,Feature suggestion,This is unacceptable. It would help if we could sort the table by date. Please escalate this immediately.,Low,angry,3
TICK-00686,CUST-0022,2026-06-24 15:50,security_incident,Possible breach,This is unacceptable. Someone has changed our admin email address and it was not us. We are considering cancelling.,Critical,angry,6
TICK-00687,CUST-0026,2026-06-22 00:50,how_to_question,Where do I find my invoices,We need this dealt with today. I have looked in settings and cannot see a billing history anywhere. Please escalate this immediately.,Medium,angry,4
TICK-00688,CUST-0114,2026-04-13 08:50,payment_failure,Payments are not going through,This is now the third time I am writing. Card charges keep failing at the final step. We expect a reply today.,High,angry,4
TICK-00689,CUST-0018,2026-04-27 13:50,login_failure,Cannot sign in,We need this dealt with today. The login page rejects our details even after a reset. We are considering cancelling.,Medium,angry,6
TICK-00690,CUST-0044,2026-06-19 01:50,billing_error,Charged the wrong amount,This is unacceptable. The invoice does not match the plan we are on. Please escalate this immediately.,Low,angry,3
TICK-00691,CUST-0009,2026-06-07 21:50,payment_failure,Payments are not going through,This is unacceptable. Card charges keep failing at the final step. Please escalate this immediately.,Critical,angry,6
TICK-00692,CUST-0089,2026-04-28 06:50,dashboard_bug,Chart will not load,This is now the third time I am writing. One panel stays blank no matter how many times I refresh. We expect a reply today.,Medium,angry,4
TICK-00693,CUST-0147,2026-07-22 00:50,how_to_question,Where do I find my invoices,This is unacceptable. I have looked in settings and cannot see a billing history anywhere. We expect a reply today.,Medium,angry,6
TICK-00694,CUST-0191,2026-07-28 23:50,password_reset,New password not accepted,This is now the third time I am writing. I changed my password and now the new one is rejected. We are considering cancelling.,Medium,angry,5
TICK-00695,CUST-0074,2026-06-08 13:50,feature_request,Feature suggestion,This is now the third time I am writing. It would help if we could sort the table by date. We are considering cancelling.,High,angry,3
TICK-00696,CUST-0194,2026-05-09 14:50,password_reset,Reset email not arriving,We need this dealt with today. I have requested a new password four times and nothing comes through. We expect a reply today.,High,angry,4
TICK-00697,CUST-0016,2026-03-15 19:50,compliance_request,Data deletion request,We need this dealt with today. We need a customer's personal data removed under GDPR. We expect a reply today.,High,angry,6
TICK-00698,CUST-0082,2026-06-11 02:50,slow_performance,Search is crawling,We need this dealt with today. Running a search takes almost a minute to return anything. We expect a reply today.,High,angry,4
TICK-00699,CUST-0116,2026-06-25 01:50,login_failure,Cannot sign in,"Hello again, The login page rejects our details even after a reset. Hoping for a quick reply.",High,annoyed,6
TICK-00700,CUST-0039,2026-03-01 23:50,account_lockout,Account suspended without warning,This is now the third time I am writing. We logged in this morning and the account is disabled. We are considering cancelling.,High,angry,4
TICK-00701,CUST-0123,2026-05-01 21:50,notification_failure,Alerts stopped,This is unacceptable. We used to get a notification for every new entry and they have gone quiet. We are considering cancelling.,Medium,angry,3
TICK-00702,CUST-0177,2026-06-04 13:50,how_to_question,Question about permissions,This is unacceptable. How do I give a colleague access without making them an admin. We are considering cancelling.,Medium,angry,4
TICK-00703,CUST-0083,2026-03-01 06:50,feature_request,Dark mode request,"This is now the third time I am writing. Any chance of a dark theme, we work late most evenings. We are considering cancelling.",Low,angry,5
TICK-00704,CUST-0126,2026-06-10 02:50,slow_performance,The platform is very slow,This is unacceptable. Pages take around thirty seconds to load. Please escalate this immediately.,High,angry,5
TICK-00705,CUST-0144,2026-06-11 19:50,login_failure,Team cannot log in,"Following up on this, Four of my colleagues are getting an invalid credentials message. Please could someone look at this.",Medium,annoyed,5
TICK-00706,CUST-0003,2026-03-09 08:50,account_lockout,Account suspended without warning,"Hi, We logged in this morning and the account is disabled. Hoping for a quick reply.",High,annoyed,3
TICK-00707,CUST-0156,2026-03-05 04:50,slow_performance,The platform is very slow,"Hello, Pages take around thirty seconds to load. No rush, whenever you get a chance.",Low,calm,2
TICK-00708,CUST-0195,2026-07-01 00:50,data_loss,Our records have disappeared,We need this dealt with today. About three weeks of entries are missing from our workspace. We expect a reply today.,Critical,angry,4
TICK-00709,CUST-0092,2026-04-01 21:50,api_failure,API returning errors,We need this dealt with today. Our integration is getting 500 errors on most calls. Please escalate this immediately.,Critical,angry,4
TICK-00710,CUST-0175,2026-06-23 22:50,integration_failure,Integration stopped syncing,This is now the third time I am writing. Nothing has come through from the connected tool since Tuesday. We are considering cancelling.,High,angry,7
TICK-00711,CUST-0107,2026-07-18 12:50,integration_failure,Connection keeps dropping,This is now the third time I am writing. The integration disconnects on its own every few hours. Please escalate this immediately.,Critical,angry,4
TICK-00712,CUST-0100,2026-05-09 15:50,login_failure,Sign in loop,This is unacceptable. It accepts my password then sends me straight back to the login screen. We are considering cancelling.,High,angry,3
TICK-00713,CUST-0191,2026-06-02 21:50,password_reset,Reset email not arriving,We need this dealt with today. I have requested a new password four times and nothing comes through. We expect a reply today.,Low,angry,6
TICK-00714,CUST-0004,2026-04-25 07:50,data_export_failure,Corrupted export file,"Hello again, The file downloads but will not open in Excel. This is holding us up.",Low,annoyed,6
TICK-00715,CUST-0001,2026-04-06 20:50,how_to_question,How do I do this,This is unacceptable. I cannot work out where to change the account settings. Please escalate this immediately.,Low,angry,2
TICK-00716,CUST-0072,2026-03-12 01:50,slow_performance,Search is crawling,"Hi, Running a search takes almost a minute to return anything. Hoping for a quick reply.",Low,annoyed,2
TICK-00717,CUST-0061,2026-07-24 10:50,slow_performance,Slow since the update,We need this dealt with today. Everything has been sluggish since the change you made last week. Please escalate this immediately.,Critical,angry,6
TICK-00718,CUST-0148,2026-03-04 11:50,password_reset,New password not accepted,This is unacceptable. I changed my password and now the new one is rejected. We expect a reply today.,Low,angry,6
TICK-00719,CUST-0012,2026-07-29 21:50,how_to_question,Question about permissions,"Hi, How do I give a colleague access without making them an admin. This is holding us up.",Low,annoyed,3
TICK-00720,CUST-0186,2026-03-08 11:50,integration_failure,Duplicate records from sync,This is unacceptable. The sync is creating three copies of every record. Please escalate this immediately.,High,angry,8
TICK-00721,CUST-0036,2026-04-19 19:50,api_failure,Authentication failing on API,This is now the third time I am writing. Our key worked yesterday and is now rejected on every call. We are considering cancelling.,High,angry,6
TICK-00722,CUST-0053,2026-02-18 16:50,how_to_question,Where do I find my invoices,We need this dealt with today. I have looked in settings and cannot see a billing history anywhere. We are considering cancelling.,Low,angry,3
TICK-00723,CUST-0126,2026-06-01 06:50,payment_failure,Card declined for everyone,"We need this dealt with today. Every transaction today has been rejected, including test cards. Please escalate this immediately.",Critical,angry,6
TICK-00724,CUST-0130,2026-05-03 15:50,how_to_question,Question about permissions,This is now the third time I am writing. How do I give a colleague access without making them an admin. Please escalate this immediately.,Low,angry,5
TICK-00725,CUST-0175,2026-05-04 13:50,payment_failure,Card declined for everyone,"This is unacceptable. Every transaction today has been rejected, including test cards. We are considering cancelling.",High,angry,8
